facility_id,city,state,year,industry_type,co2_emissions,unit_methane_emissions,unit_nitrous_oxide_emissions
1000112,BROOKLYN,NY,2021,"C,D",23434.5,11.0,11.92
1013701,Plains,TX,2021,"C,UU,W",16015.2,7.5,8.94
1003742,WESTCHESTER,IL,2021,"C,HH",319.2,0.25,0.298
1013621,Hobbs,NM,2021,"C,W",37418.7,17.75,21.158
1003188,BROWNWOOD,TX,2021,"C,N",28088.0,13.25,15.794
1005043,MAPLEWOOD,MN,2021,C,82686.6,42.5,58.408
1003739,GUIN,AL,2021,"C,N",30410.1,14.25,16.986
1007698,WAUSAU,WI,2021,C,41177.0,19.5,23.244
1004206,DECATUR,AL,2021,"C,L,OO",43951.6,20.75,25.032
1006665,CORDOVA,IL,2021,"C,L,OO",0.0,0.0,0.0
1004836,Cottage Grove,MN,2021,"C,L,N,OO",19578.6,14.25,37.846
1003408,LITTLE ROCK,AR,2021,C,32621.6,15.25,18.178
1004914,HUTCHINSON,MN,2021,C,23866.0,11.25,13.41
1004804,NEVADA,MO,2021,C,33971.7,16.0,19.072
1013282,Moncure,NC,2021,C,29309.1,13.75,16.39
1001106,HOLLAND,MI,2021,"C,D",2144.7,1.0,0.0
1012037,Gillette,WY,2021,"C,W",56190.3,26.5,31.588
1000766,NEW YORK,NY,2021,C,869.4,0.5,0.596
1000767,NEW YORK,NY,2021,C,47721.3,22.75,29.8
1001033,MOUNT VERNON,IN,2021,D,1441099.5,4257.75,7455.96
1013527,Pelkie,MI,2021,C,30.5,0.0,0.0
1000378,Casa Grande ,AZ,2021,C,24442.8,11.5,13.708
1003205,ALTAVISTA,VA,2021,C,29529.5,14.0,16.688
1002983,ABBOTT PARK,IL,2021,C,56419.6,26.5,31.588
1007514,BARCELONETA,PR,2021,C,28972.5,15.5,22.648
1004511,TARRANT,AL,2021,"C,Q",47167.4,17.25,28.31
1005353,MINA,SD,2021,C,190690.9,89.75,106.982
1010630,Aberdeen,SD,2021,"C,D",15078.3,7.0,8.94
1006971,APG,MD,2021,C,98337.5,56.0,87.91
1002627,ST ANSGAR &#40;MONA&#41;,IA,2021,"C,II",147324.5,70.25,84.632
1002685,Offshore,TX,2021,"C,W",221761.0,107.0,133.802
1001347,EUNICE,LA,2021,D,532105.6,246.75,298.0
1008234,Accident,MD,2021,"C,W",8.3,0.0,0.0
1004761,STANLEY,WI,2021,"C,PP",75241.0,35.5,42.316
1000125,ACKERMAN,MS,2021,"C,D",611222.1,283.5,342.7
1011325,Denton,TX,2021,C,20847.9,9.75,11.622
1012051,Malakoff,TX,2021,C,22856.2,10.75,12.814
1005601,ELGIN,TX,2021,C,24436.3,11.5,13.708
1005046,QUANAH,TX,2021,C,36973.2,17.5,20.86
1003752,Coushatta,LA,2021,C,816.5,0.5,0.596
1002731,ADA,MI,2021,C,104492.1,49.25,58.706
1003446,Boise,ID,2021,"C,HH",8.1,0.0,0.0
1000603,Addis,LA,2021,"C,X",0.0,0.0,0.0
1003422,LENA,IL,2021,C,90295.0,42.5,50.66
1002154,MANKATO,MN,2021,C,20415.3,9.5,11.324
1006047,CEDAR RAPIDS,IA,2021,"C,II",912616.5,2364.5,4097.5
1006208,CLINTON,IA,2021,"C,TT",200546.4,94.5,112.644
1010610,Deerfield,MO,2021,C,41521.4,19.5,23.244
1011855,Fostoria,OH,2021,C,27840.4,13.0,15.496
1000376,QUINCY,IL,2021,C,95758.5,45.0,53.64
1006080,CHATTANOOGA,TN,2021,C,30191.2,14.25,16.986
1014236,Southport,NC,2021,C,65215.4,30.75,36.654
1011961,Valdosta,GA,2021,C,61025.4,28.75,34.27
1001845,WISCONSIN RAPIDS,WI,2021,"C,HH",0.0,0.0,0.0
1003038,MACON,MO,2021,"C,HH",15.8,0.0,0.0
1001637,DAVIS JUNCTION,IL,2021,"C,HH",37.2,0.0,0.0
1006963,DECATUR,IL,2021,"C,HH",148.7,0.0,0.0
1006553,Chillicothe,IL,2021,C,130003.3,61.25,73.01
1000627,CHESTER,VA,2021,C,59167.2,28.0,33.376
1000630,HOPEWELL,VA,2021,"C,G,PP",1325.5,0.5,0.596
1000089,PHILADELPHIA,PA,2021,C,27.1,0.0,0.0
1012089,Ceres,CA,2021,"C,PP",74192.2,39.0,51.256
1002316,Maricopa,CA,2021,C,5.9,0.0,0.0
1002156,Fellows,CA,2021,C,105797.1,49.75,59.302
1006844,McKittrick,CA,2021,C,164975.4,77.75,92.678
1006845,McKittrick,CA,2021,C,355.6,0.25,0.298
1003702,Maricopa,CA,2021,C,10335.4,4.75,5.662
1002315,McKittrick,CA,2021,C,42823.7,20.25,24.138
1006405,Coalinga,CA,2021,C,122.1,0.0,0.0
1012480,Maricopa,CA,2021,C,7836.2,3.75,4.47
1005790,McKittrick,CA,2021,C,59615.8,28.0,33.376
1005635,Maricopa,CA,2021,C,13368.9,6.25,7.45
1006914,Maricopa,CA,2021,C,10467.0,5.0,5.96
1012475,Coalinga,CA,2021,C,31510.0,14.75,17.582
1006846,San Ardo,CA,2021,C,28964.7,13.75,16.39
1009944,Fellows,CA,2021,C,57398.7,27.0,32.184
1005310,GUAYAMA,PR,2021,C,6.9,0.0,0.0
1001444,LONG BEACH,CA,2021,"C,D",119134.2,55.25,65.56
1005972,KAPOLEI,HI,2021,C,496202.03,1619.0,2808.054
1001447,HUNTINGTON BEACH,CA,2021,"C,D",54515.3,25.25,29.8
1001450,REDONDO BEACH,CA,2021,D,40060.8,18.5,20.86
1001223,CUMBERLAND,MD,2021,"C,D,PP",1400383.6,4138.0,7247.36
1003853,SAUGET,IL,2021,C,46760.5,22.0,26.224
1006556,LA MESA,NM,2021,"C,D",280408.1,130.0,157.94
1007551,Ogdensburg,NY,2021,"C,D",6771.6,3.25,3.874
1013891,Aberdeen,SD,2021,C,53372.3,25.25,30.098
1002069,EMMETSBURG,IA,2021,C,24644.9,11.5,13.708
1002365,Sergeant Bluff,IA,2021,C,68579.8,32.25,38.442
1002070,MANNING,IA,2021,C,22393.5,10.5,12.516
1006054,EAGLE GROVE,IA,2021,C,0.0,0.0,0.0
1002408,SHELDON,IA,2021,C,26975.4,12.75,15.198
1002291,DAWSON,MN,2021,C,36891.0,17.5,20.86
1010699,Coalville,UT,2021,C,37712.4,110.5,191.316
1002067,HASTINGS,NE,2021,C,163782.1,463.75,804.302
1005284,LUVERNE,MN,2021,"C,II",2198.3,1.0,1.192
1002380,BORGER,TX,2021,"C,G,PP",297794.7,140.25,167.178
1004236,KENNEWICK,WA,2021,"C,U,V",797.3,0.5,0.596
1012864,Jeorme,ID,2021,C,1954.9,1.0,1.192
1012857,Luxemburg,WI,2021,C,6365.9,3.25,3.874
1013643,Lake Norden,SD,2021,C,5796.7,2.75,3.278
1013698,Robstown,TX,2021,"C,W",0.0,0.0,0.0
1013907,Houston,TX,2021,"C,W",70069.9,33.0,39.336
1007206,GLENDALE,AZ,2021,"C,D",22761.0,10.5,11.92
1000423,COLTON,CA,2021,D,7735.0,3.5,2.98
1005991,RHINELANDER,WI,2021,C,122759.4,357.5,619.84
1001919,EDDYVILLE,IA,2021,C,112927.7,53.25,63.474
1003730,FREEPORT,TX,2021,"C,P",0.4,0.0,0.0
1003780,PORT NECHES,TX,2021,C,1294.7,0.5,0.596
1006115,GEISMAR,LA,2021,C,0.0,0.0,0.0
1003591,GEISMAR,LA,2021,C,214240.7,119.25,163.006
1002430,BAYTOWN,TX,2021,C,90829.7,42.75,50.958
1003160,La Porte,TX,2021,"C,D",1294.4,0.5,0.596
1006402,Port Arthur,TX,2021,"C,P,PP",116215.8,54.75,65.262
1010475,Wheeler,TX,2021,"C,W",32611.6,15.25,18.178
1003129,STREETMAN,TX,2021,"C,PP,W",39167.3,18.5,22.052
1010624,Akutan,AK,2021,C,46206.52,54.5,123.372
1010593,Axis,AL,2021,C,27923.5,13.25,15.794
1005149,CLAREMONT,MN,2021,C,187682.8,88.5,105.492
1000129,WARTHEN,GA,2021,D,12915.2,6.0,5.96
1007917,PERDUE HILL,AL,2021,"AA,C,TT",14746.3,7.0,8.344
1007272,DALTON,GA,2021,C,9656.3,4.5,5.364
1012815,Crockett,TX,2021,"C,W",59177.8,28.0,33.376
1010937,Anchorage,AK,2021,C,30909.4,31.75,75.394
1013912,Dougherty,GA,2021,"C,W",0.0,0.0,0.0
1012844,Albany,GA,2021,D,1164.5,1220.5,7345.7
1003570,Pasadena,TX,2021,C,107310.4,50.75,61.09
1003402,PASADENA,TX,2021,C,45786.7,22.25,27.714
1004307,MAGNOLIA,AR,2021,C,10624.5,5.0,5.96
1009825,Bronx,NY,2021,C,28987.9,13.75,16.688
1001877,NEWBURGH,IN,2021,"C,D,F",1055270.4,3117.75,5459.36
1003562,FERNDALE,WA,2021,"C,F,TT",1188.4,0.5,0.596
1012517,Massena,NY,2021,"C,F",45302.7,21.25,25.33
1003201,POINT COMFORT,TX,2021,"C,TT",0.0,0.0,0.0
1000955,LUBBOCK,TX,2021,"C,D",3549.8,1.75,2.086
1012943,Alexander City,AL,2021,"C,W",51.7,0.0,0.0
1012573,MIAMI,FL,2021,C,23039.1,14.75,26.522
1005044,Sanger,CA,2021,"C,D",66694.8,30.5,35.76
1006409,WINDSOR LOCKS,CT,2021,"C,D",9926.1,4.75,5.662
1005862,KEYSER,WV,2021,C,17745.3,8.25,9.834
1001217,Portageville,NY,2021,"C,D",7016.3,3.25,2.98
1000916,MEMPHIS,TN,2021,"C,D",675201.6,313.0,375.48
1002050,Allen,OK,2021,"C,W",42934.0,20.25,24.138
1007192,LA HARPE,KS,2021,"C,HH",0.0,5.25,31.588
1000691,OAK PARK HEIGHTS,MN,2021,"C,D",1399038.0,367.5,6961.28
1005887,JUSTIN,TX,2021,"C,W",11706.0,5.5,6.556
1005705,BIRD ISLAND,MN,2021,"C,W",83101.9,39.25,46.786
1001559,MANCHESTER,IA,2021,"C,W",82399.4,38.75,46.19
1006841,Albert Lea,MN,2021,"C,W",82408.0,38.75,46.19
1001560,TAMPICO,IL,2021,"C,W",59368.4,28.0,33.376
1000245,FAIRMOUNT,ND,2021,"C,W",86880.2,41.0,48.872
1001558,WIMBLEDON,ND,2021,"C,W",88133.9,41.5,49.468
1007645,TAYLOR,PA,2021,"C,HH",4.9,0.0,0.0
1007496,Allison,TX,2021,"C,W",42086.8,19.75,23.542
1000048,INDIANAPOLIS,IN,2021,C,27337.5,17.5,30.992
1004327,Benton,AR,2021,C,68082.7,32.0,38.144
1007315,MODESTO,CA,2021,D,68761.4,32.0,38.74
1003689,Bakersfield,CA,2021,C,5064.2,2.5,2.98
1007622,KROTZ SPRINGS,LA,2021,"C,MM,Y",146212.1,384.0,915.754
1013070,Canton,PA,2021,C,6796.5,3.25,3.874
1007291,MARRIOTTSVILLE,MD,2021,"C,HH",70.0,0.0,0.298
1005826,Decatur,AL,2021,C,43303.5,20.5,24.436
1012152,Elmira,MI,2021,"C,D",287559.2,134.25,160.92
1013088,Oregon,OH,2021,"C,X",38916.6,18.25,21.754
1000417,ALSEY,IL,2021,"C,D",2341.5,1.0,1.192
1001625,Ripon,CA,2021,C,2386.6,1.0,1.192
1007699,Livermore,CA,2021,"C,HH",506.1,0.0,0.0
1013670,Dunbar,WV,2021,C,57430.7,27.0,32.184
1007401,HAVERHILL,OH,2021,C,26942.4,12.75,15.198
1007263,BOARDMAN,OR,2021,"C,PP",38426.8,18.0,21.456
1014295,Rayville,LA,2021,"C,W",24888.0,11.75,14.006
1004861,PEKIN,IL,2021,"C,II,PP",32479.1,15.25,18.178
1007264,BURLEY,ID,2021,C,6652.8,3.25,3.874
1000413,PEKIN,IL,2021,"C,II,PP",3073.0,5.25,10.43
1003268,ALTON,IL,2021,"C,Q",16289.9,7.75,9.238
1005184,PRUDHOE BAY,AK,2021,C,72624.6,34.25,41.124
1005781,VALDEZ,AK,2021,C,23831.7,24.25,57.514
1005491,CALVERT,AL,2021,C,122269.0,57.5,68.54
1006412,PAUL,ID,2021,"C,S,TT",184380.5,86.75,103.406
1005707,NAMPA,ID,2021,"C,S,TT",181639.1,85.5,101.916
1005712,TWIN FALLS,ID,2021,"C,S",101775.2,48.0,57.216
1003209,AMBER,OK,2021,"C,W",16780.7,8.0,9.536
1007178,SYLACAUGA,AL,2021,D,13841.0,6.5,8.94
1004732,PASADENA,TX,2021,C,80013.8,37.75,44.998
1005432,TULSA,OK,2021,C,3030.6,3.25,7.45
1004417,KERMAN,CA,2021,"C,HH",0.0,0.0,0.0
1005327,BIRMINGHAM,AL,2021,C,109104.4,264.0,457.728
1008041,Colony,WY,2021,C,52483.5,46.0,68.54
1006354,CROOKSTON,MN,2021,"C,S,TT",46070.3,130.5,226.182
1005751,EAST GRAND FORKS,MN,2021,"C,S,TT",62794.0,425.75,738.146
1005753,HILLSBORO,ND,2021,"C,S,TT",136194.1,385.5,668.414
1006877,MOORHEAD,MN,2021,"C,S,TT",0.0,0.0,0.0
1006878,Drayton,ND,2021,"C,S,TT",202823.6,466.25,808.474
1002552,SAND SPRINGS,OK,2021,"C,HH",0.0,0.0,0.0
1000007,BERNALILLO,NM,2021,C,15243.7,7.25,8.642
1005175,DUKE,OK,2021,C,99721.8,47.0,56.024
1004845,ALBUQUERQUE,NM,2021,C,44294.7,20.75,24.734
1007404,GYPSUM,CO,2021,C,65649.1,31.0,36.952
1005590,BRADFORD,PA,2021,"C,MM,Y",0.0,0.0,0.0
1001860,ARABI,LA,2021,C,169132.4,79.75,95.062
1001859,BALTIMORE,MD,2021,C,46120.5,21.75,25.926
1001861,Yonkers,NY,2021,C,77816.2,37.0,44.7
1006919,LOUISVILLE,KY,2021,C,2870.6,1.25,1.49
1001962,ST. JAMES,LA,2021,C,465220.6,407.75,971.778
1005802,AMES,IA,2021,D,168093.9,289.0,432.1
1005072,JUNCOS,PR,2021,C,11.3,0.0,0.0
1008730,Fremont,OH,2021,D,716769.1,332.5,399.32
1000865,ANADARKO,OK,2021,"C,D",32462.8,15.0,17.88
1004746,CAMAS,WA,2021,"C,I",1959.8,1.0,1.192
1009982,Willmington,MA,2021,"C,I",5378.0,2.5,2.98
1003759,Wilmington,MA,2021,"C,I",933.4,0.5,0.596
1006810,MONACA,PA,2021,"C,N",0.0,0.0,0.0
1002181,ELMIRA HEIGHTS,NY,2021,"C,N",67990.3,32.0,38.144
1004943,WARNER ROBINS,GA,2021,"C,N",39943.4,18.75,22.35
1005074,HENRYETTA,OK,2021,"C,N",66068.5,31.25,37.25
1004941,JACKSONVILLE,FL,2021,"C,N",47726.8,22.5,26.82
1004942,SHAKOPEE,MN,2021,"C,N",53839.0,25.25,30.098
1002178,LAWRENCEBURG,IN,2021,"C,N",28265.4,13.25,15.794
1004508,LANCASTER,OH,2021,"C,N",1908.8,1.0,1.192
1007341,EAGLE RIVER,AK,2021,"C,HH",0.6,0.0,0.0
1007246,HOLIDAY,FL,2021,"C,D",606856.9,281.5,339.72
1001097,SIOUX FALLS,SD,2021,"C,D",14388.1,9.75,17.88
1002263,STERLINGTON,LA,2021,"C,V",2416.8,1.25,1.49
1002576,BALDWINSVILLE,NY,2021,"C,PP",27425.0,21.25,34.866
1006111,COLUMBUS,OH,2021,C,34856.6,22.0,32.482
1002867,VAN NUYS,CA,2021,C,31207.2,23.25,37.548
1003352,FORT COLLINS,CO,2021,C,43665.5,20.5,24.734
1003176,WILLIAMSBURG,VA,2021,C,36767.2,17.25,20.562
1003224,HOUSTON,TX,2021,C,44190.0,27.0,39.038
1006147,JACKSONVILLE,FL,2021,C,56207.2,32.75,46.19
1002915,MERRIMACK,NH,2021,"C,PP",15723.8,9.75,14.006
1002037,St. Louis,MO,2021,"C,PP",70288.0,40.75,57.216
1006904,CARTERSVILLE,GA,2021,C,21196.0,13.75,21.158
1003525,NEWARK,NJ,2021,C,24277.0,13.5,18.476
1004929,ALDEN,KS,2021,"C,W",1676.9,0.75,0.894
1004926,BIRMINGHAM,IA,2021,"C,W",23281.4,11.0,13.112
1005958,MANCELONA,MI,2021,"C,W",25118.2,11.75,14.006
1004928,BRIDGMAN,MI,2021,"C,W",22927.4,10.75,12.814
1005235,Brownsville,TN,2021,"C,W",57569.8,27.0,32.184
1005245,Celestine,IN,2021,"C,W",39800.7,18.75,22.35
1009589,Cottage Grove,TN,2021,"C,W",28948.2,13.75,16.39
1011138,Delhi,LA,2021,"C,W",33257.4,15.75,18.774
1004932,GRUVER,TX,2021,"C,W",873.9,0.5,0.596
1004930,ENTERPRISE,KS,2021,"C,W",20842.3,9.75,11.622
1013036,Eunice,LA,2021,"C,W",55542.6,26.25,31.29
1004776,GREENSBURG,KS,2021,"C,W",22265.5,10.5,12.516
1005238,Greenville,MS,2021,"C,W",34750.2,16.25,19.37
1004923,HAMILTON,MI,2021,"C,W",16817.9,8.0,9.536
1004935,HAVENSVILLE,KS,2021,"C,W",1146.5,0.5,0.596
1013969,LaGrange,IN,2021,"C,W",19462.4,9.25,11.026
1005953,LINEVILLE,IA,2021,"C,W",5496.7,2.5,2.98
1005242,Madisonville,KY,2021,"C,W",30103.1,14.25,16.986
1005060,MAITLAND,MO,2021,"C,W",25304.4,12.0,14.304
1009733,Meade,KS,2021,"C,W",4608.0,2.25,2.682
1004769,NEW WINDSOR,IL,2021,"C,W",2141.3,1.0,1.192
1005243,PATTERSON,LA,2021,"C,W",27440.6,13.0,15.496
1004937,SANDWICH,IL,2021,"C,W",6804.8,3.25,3.874
1005244,Sardis,MS,2021,"C,W",5.1,0.0,0.0
1004925,ST JOHN,IN,2021,"C,W",4856.5,2.25,2.682
1011137,Woodstock,IL,2021,"C,W",36545.5,17.25,20.562
1004933,BIG RAPIDS,MI,2021,"C,W",23845.7,11.25,13.41
1004802,EVANSTON,WY,2021,"C,W",5038.2,2.25,2.682
1006652,ABERNATHY,TX,2021,C,103708.9,48.75,58.11
1001055,BEULAH,ND,2021,D,2491654.1,6900.0,12080.92
1007710,PALMDALE,CA,2021,"C,HH",26.9,0.0,0.0
1013385,Pennsboro,WV,2021,C,0.0,0.0,0.0
1001908,St. David,AZ,2021,"C,V",25148.5,11.75,14.006
1005949,COCHISE,AZ,2021,"C,D",46159.2,21.5,26.82
1006777,AMSTERDAM,OH,2021,"C,HH",33.2,0.0,0.0
1000068,LAS VEGAS,NV,2021,"C,D",497461.6,230.75,277.14
1004352,LAS VEGAS,NV,2021,"C,HH",0.0,31.25,73.606
1000793,APPLE GROVE,WV,2021,C,44918.0,21.25,25.33
1010353,Appleby,TX,2021,"C,W",12225.1,5.75,6.854
1005669,ROARING SPRING,PA,2021,"AA,C",0.0,0.0,0.0
1002596,APPLETON,WI,2021,C,29137.1,13.75,16.39
1001423,RED ROCK,AZ,2021,"C,D",7965.9,3.75,4.47
1001422,PHOENIX,AZ,2021,"C,D",27.7,0.0,0.0
1005906,JONESBORO,AR,2021,"C,N",31837.2,15.0,17.88
1004686,BUTLER,OK,2021,"C,W",16293.9,7.75,9.238
1001360,DENVER,CO,2021,"C,D",47983.5,22.25,26.82
1013151,Grayling,MI,2021,C,71917.4,34.0,40.528
1003156,MALVERN,AR,2021,C,65442.0,30.75,36.654
1002916,COLUMBUS,NE,2021,"C,II",543619.0,1570.5,2723.124
1003476,Mexico,MO,2021,C,29731.0,14.0,16.688
1003215,FRANKFORT,IN,2021,C,47120.6,22.25,26.522
1001945,MARSHALL,MN,2021,"C,II,PP",173123.2,81.5,97.148
1005661,DECATUR,IL,2021,"C,II,PP,RR (RPT)",729275.2,2148.0,3724.106
1013749,Enderlin,ND,2021,"C,II",27146.9,12.75,15.198
1005935,LINCOLN,NE,2021,C,18217.0,8.5,10.132
1005940,VELVA,ND,2021,C,42457.4,20.0,23.84
1007937,BETTENDORF,IA,2021,C,103793.3,49.0,58.408
1005833,ERWINVILLE,LA,2021,C,0.0,0.0,0.0
1002800,Shephersville,KY,2021,C,48269.9,138.25,239.592
1012548,Frazier Park,CA,2021,C,20936.0,9.75,11.622
1013060,Mooresville,IN,2021,C,28900.4,13.5,16.092
1005835,LIVINGSTON,AL,2021,C,0.8,0.0,0.0
1003258,HOUSTON,TX,2021,"C,N",41047.1,19.25,22.946
1003456,WASHINGTON,PA,2021,"C,HH",0.0,37.75,88.804
1008677,Pawnee,TX,2021,"C,W",29627.5,14.0,16.688
1008680,Pawnee,TX,2021,"C,W",11505.3,5.5,6.556
1012986,Nordheim,TX,2021,"C,W",47169.7,22.25,26.522
1008681,5911 County Road 136,TX,2021,"C,W",71120.0,33.5,39.932
1005158,Arecibo,PR,2021,"C,HH",0.0,0.25,0.298
1002750,HARLEYVILLE,SC,2021,"C,H",578.7,0.25,0.298
1007566,MARTINSBURG,WV,2021,"C,H",2756.8,2.75,6.556
1006199,TEMPE,AZ,2021,C,59436.1,28.0,33.376
1006203,LIBERAL,KS,2021,"C,PP",103504.5,48.75,58.11
1002209,BATESVILLE,AR,2021,"C,S",178082.8,258.0,497.064
1001760,DURANGO,CO,2021,"C,W",56276.6,26.5,31.588
1006644,BEAUMONT,TX,2021,C,67188.7,31.75,37.846
1006797,PASADENA,TX,2021,C,46585.3,22.0,26.224
1005721,CALVERT CITY,KY,2021,"C,L,OO",72864.9,34.25,40.826
1004404,Coalgate,OK,2021,"C,W",29655.8,14.0,16.688
1013817,Orange,TX,2021,C,184389.6,87.0,103.704
1002772,McFadden,WY,2021,"C,W",472.4,0.25,0.298
1002645,Euless,TX,2021,"C,HH",0.3,0.0,0.0
1001399,ARLINGTON,AZ,2021,"C,D",133.4,0.0,0.0
1000315,NEW FLORENCE,PA,2021,"C,W",0.0,0.0,0.0
1006785,CABOT,PA,2021,"C,H",12.6,0.0,0.0
1004087,Yoakum,TX,2021,"C,NN,W",0.0,0.0,0.0
1005709,SHELOCTA,PA,2021,D,149230.6,68.75,83.44
1003208,MARIETTA,PA,2021,C,44360.0,21.0,25.032
1006883,Macon,GA,2021,C,88563.8,41.75,49.766
1002968,PENSACOLA,FL,2021,C,25622.9,12.0,14.304
1003846,Arnold AFB,TN,2021,C,59.3,0.0,0.298
1012906,Coyanosa,TX,2021,"C,W",51684.4,24.25,28.906
1001609,SHREVEPORT,LA,2021,D,30878.0,14.25,17.88
1002515,ARTESIA,NM,2021,"C,PP,UU,W",72893.2,34.25,40.826
1000759,Staten Island,NY,2021,"C,D",428508.6,198.75,238.4
1007189,TALLAHASSEE,FL,2021,"C,D",506202.1,234.75,283.1
1002494,AMARILLO,TX,2021,C,17238.0,8.0,9.536
1002486,Hayden,AZ,2021,C,5.7,0.0,0.0
1000158,DECATUR,AL,2021,"C,P,PP",102564.1,297.0,514.646
1002190,ALVIN,TX,2021,"C,X",261430.9,123.25,146.914
1004962,Cantonment,FL,2021,"C,E,P,TT,V",847947.7,392.0,467.264
1002665,CHANUTE,KS,2021,"C,H",1549.9,0.75,0.894
1002421,MIDLOTHIAN,TX,2021,"C,H",9.6,0.0,0.0
1002527,DURKEE,OR,2021,"C,H",52.0,0.0,0.0
1002530,Nephi,UT,2021,"C,H",227.0,0.0,0.0
1007552,LOUISVILLE,NE,2021,"C,H",15697.3,7.5,8.94
1002531,CLANCY,MT,2021,"C,H",16.8,0.0,0.0
1002537,SEATTLE,WA,2021,"C,H",185.9,0.0,0.0
1007606,Foreman,AR,2021,"C,H",377.3,0.25,0.298
1007180,ARDEN,NC,2021,"C,D",83200.8,47.0,77.48
1003496,SAINT LOUIS,MO,2021,C,3667.4,1.75,2.086
1004873,Kapolei,HI,2021,"C,MM",834.0,1.5,2.98
1004576,ASTORIA,NY,2021,"C,D",0.2,1.75,2.086
1000132,ASTORIA,NY,2021,"C,D",1306.0,0.5,0.0
1007053,ASTORIA,NY,2021,"C,D",6826.4,3.25,2.98
1014070,Astoria,SD,2021,"C,D",145683.7,67.5,80.46
1002577,Athens,OH,2021,"C,W",0.0,0.0,0.0
1000101,ATHENS,NY,2021,D,252966.9,117.25,140.06
1006778,MONROE,NC,2021,C,49651.8,24.0,29.502
1005442,CUDAHY,WI,2021,C,44755.9,21.0,25.032
1007929,GRAMERCY,LA,2021,C,81.8,0.0,0.298
1001858,EGG HARBOR TOWNSHIP,NJ,2021,"C,HH",358.7,0.25,0.298
1003826,WAVERLY,VA,2021,"C,HH",58.1,0.0,0.0
1004233,Offshore,LA,2021,"C,W",188293.4,88.75,105.79
1014281,Kermit,TX,2021,C,54795.6,25.75,30.694
1014278,Kermit,TX,2021,C,49813.2,23.5,28.012
1006523,Dallas,TX,2021,"C,W",931.5,0.5,0.596
1007247,SALLIS,MS,2021,"C,D",477499.7,221.5,265.22
1003034,AUBURN,NY,2021,"C,HH",0.0,0.0,0.0
1001379,VANDALIA,MO,2021,D,4156.6,2.0,2.98
1005000,HENDERSON,KY,2021,C,46440.3,22.0,26.224
1006344,STAUNTON,VA,2021,"C,HH",0.1,0.0,0.0
1002822,ALBEMARLE,NC,2021,C,199.0,0.0,0.0
1001780,SPARTANBURG,SC,2021,C,100130.0,47.25,56.322
1010658,Aurora,NE,2021,C,0.0,0.0,0.0
1001397,AURORA,IL,2021,"C,D",67932.6,31.5,38.74
1013293,Buffalo,NY,2021,C,31877.9,15.0,17.88
1007346,AUSTIN,TX,2021,"C,S",62045.4,40.0,54.534
1006132,ZEELAND,MI,2021,"C,HH",58.6,0.0,0.0
1005770,MORRIS,IL,2021,"C,NN,W",279278.6,131.5,156.748
1008835,Palermo,ND,2021,"C,NN,W",8295.4,4.0,4.768
1003033,AVA,NY,2021,"C,HH",89.6,0.0,0.298
1008734,Fort Collins,CO,2021,"C,I",34.8,0.0,0.0
1003082,Avinger,TX,2021,"C,W",32617.4,15.25,18.178
1000843,AVON LAKE,OH,2021,"C,D",763397.2,2254.25,3945.52
1003903,ABERDEEN,MS,2021,C,63960.6,30.25,36.058
1007750,WESTLAKE,LA,2021,"C,X",6.4,0.0,0.0
1002350,PLAQUEMINE,LA,2021,"C,X",1127163.9,531.0,632.952
1007682,AZUSA,CA,2021,"C,HH",16.7,0.0,0.0
1005872,IRVINE,CA,2021,C,16465.3,7.75,9.238
1011597,Offshore,TX,2021,"C,W",0.0,0.0,0.0
1012447,Bacliff,TX,2021,D,13552.5,6.25,8.94
1001409,BACONTON,GA,2021,"C,D",31887.1,14.75,17.88
1002728,BAKERSFIELD,CA,2021,D,7679.0,3.5,2.98
1002032,MONROE,WI,2021,"C,II,PP",107252.1,50.75,60.494
1005761,Wind Ridge,PA,2021,"C,FF",3464.5,1.75,2.086
1002087,Bainbridge,IN,2021,"C,W",73900.4,34.75,41.422
1008786,Louisville,KY,2021,C,3846.6,1.75,2.086
1013883,Fort Stockton,TX,2021,"C,W",2.4,0.0,0.0
1007302,BALDWIN,IL,2021,"C,D",3367072.3,9720.5,17027.72
1004171,MUNCIE,IN,2021,C,22687.9,11.25,14.602
1013395,Bandera,TX,2021,"C,W",13336.1,6.25,7.45
1002943,"PARACHUTE, 3.4 MI NW OF",CO,2021,"C,PP,W",101601.2,47.75,56.918
1013669,St. Louis,MO,2021,C,33281.3,15.75,18.774
1000997,Corpus Christi,TX,2021,"C,D",102859.9,47.75,56.62
1004048,Cameron,LA,2021,"C,W",0.0,0.0,0.0
1005395,BARROW,AK,2021,C,0.0,0.0,0.0
1001412,BUCKS,AL,2021,"C,D",780.3,0.5,0.0
1004406,BARSTOW,CA,2021,"C,HH",21.9,0.0,0.0
1002167,COLUMBUS,IN,2021,"C,HH",6.0,0.0,0.0
1002401,GREAT BEND,KS,2021,"C,HH",20.0,0.0,0.0
1005850,BEAUMONT,TX,2021,C,56074.9,26.5,31.588
1004208,GEISMAR,LA,2021,"C,X",4075.2,2.0,2.384
1002613,PASADENA,TX,2021,C,51325.3,24.25,28.906
1007885,ATTAPULGUS,GA,2021,C,98008.6,46.25,55.13
1002622,SAVANNAH,GA,2021,C,42407.0,20.0,23.84
